## source: http://pathways.mcdb.ucla.edu/algal/id_conversion.html
JGI_v5.3.1_ID	JGI_v5.5_ID
g9181	Cre09.g403954.t1.1
g9628	Cre09.g388949.t1.1
g8402	N/A
g16822	Cre16.g685501.t2.1, Cre16.g685501.t1.1
g3548	N/A
g3861	N/A
g16957	N/A
g3928	N/A
g9813	Cre09.g395584.t1.1
g5389	N/A
g9621	Cre09.g388726.t2.1, Cre09.g388726.t1.1, Cre09.g388726.t3.1, Cre09.g388726.t4.1
g3460	N/A
g15049	N/A
g8181	N/A
g11858	Cre11.g477625.t1.1
g3944	N/A
g8109	N/A
g2573	N/A
g7617	N/A
g9936	N/A
g14954	N/A
g7716	N/A
g2505	N/A
g7819	N/A
g12427	Cre12.g507004.t1.1
g12053	Cre12.g485632.t1.2
g13701	N/A
g12879	Cre12.g523000.t1.1
g17199	N/A
g2995	Cre03.g146607.t1.1
g12548	N/A
g1219	Cre01.g055300.t1.1
g13251	N/A
g7983	N/A
g12176	N/A
g16259	N/A
g9403	N/A
g4026	Cre03.g194517.t1.1
g14923	N/A
g14803	N/A
g853	N/A
g15045	Cre14.g624476.t1.1
g7286	N/A
g7229	Cre07.g312500.t1.2
g17144	N/A
g2798	Cre02.g142807.t1.1
g14275	N/A
g14280	N/A
g16249	N/A
g661	N/A
g9207	N/A
g11541	Cre11.g467611.t1.1
g4887	N/A
g7644	N/A
g17559	N/A
g4266	N/A
g14865	Cre14.g617002.t1.1
g5178	N/A
g9208	N/A
g13365	Cre12.g558250.t1.1
g9199	N/A
g12421	N/A
g9245	N/A
g16185	N/A
g14266	N/A
g1748	N/A
g15373	Cre15.g637401.t1.1
g692	N/A
g8677	N/A
g14960	N/A
g14639	N/A
g8952	N/A
g14958	Cre14.g620702.t1.1
g5807	N/A
g8694	Cre08.g371150.t1.2
g11708	Cre11.g467778.t1.1
g14606	N/A
g5385	Cre05.g234666.t2.1, Cre05.g234666.t1.1
g177	N/A
g12128	N/A
g12609	N/A
g16154	Cre16.g684149.t1.1
g672	N/A
g17217	N/A
g17465	N/A
g4834	N/A
g1646	N/A
g3324	N/A
g4302	N/A
g4757	N/A
g7994	Cre07.g343626.t1.1
g1408	Cre02.g077951.t1.1
g7859	N/A
g144	N/A
g8152	N/A
g4551	Cre04.g217920.t1.1
g16374	Cre16.g686050.t1.1
g8921	N/A
g16824	Cre16.g685725.t1.1, Cre16.g685725.t2.1
g13576	Cre12.g548702.t1.1
g11776	N/A
g8356	Cre08.g358540.t1.1
g3926	N/A
g14072	N/A
g10525	N/A
g9238	N/A
g2359	N/A
g10421	N/A
g10890	N/A
g13395	Cre12.g556802.t1.1
g15	N/A
g3555	N/A
g16403	N/A
g8269	N/A
g9311	Cre09.g398500.t1.1
g14834	N/A
g14754	Cre14.g612226.t1.1
g11453	N/A
g2954	Cre03.g145787.t1.1
g8820	N/A
g15287	N/A
g17069	N/A
g2973	Cre03.g146167.t1.1
g16007	N/A
g5846	N/A
g2168	N/A
g17665	N/A
g15346	N/A
g2534	N/A
g12956	Cre12.g526201.t1.2
g6460	N/A
g14285	N/A
g16408	Cre16.g684500.t1.2
g15718	N/A
g3742	N/A
g7913	N/A
g5501	Cre05.g238600.t1.2
g15487	N/A
g12513	N/A
g5898	N/A
g1677	N/A
g6891	N/A
g10212	Cre09.g412500.t2.1, Cre09.g412500.t1.2
g14345	N/A
g698	N/A
g5359	N/A
g4324	N/A
g15947	N/A
g4447	Cre03.g208833.t1.1
g7313	N/A
g4694	N/A
g3888	Cre03.g187700.t1.1
g15559	N/A
g7979	Cre07.g341952.t1.1
g3502	N/A
g3475	N/A
g629	Cre01.g027550.t1.1
g15538	Cre15.g642875.t1.1
g16463	Cre16.g682052.t1.1
g17563	N/A
g913	N/A
g7622	N/A
g7672	Cre07.g329767.t1.1
g2993	Cre03.g146567.t1.1
g11075	N/A
g16216	Cre16.g670652.t1.1
g10176	N/A
g14656	N/A
g6345	Cre06.g278203.t1.1
g12524	N/A
g1040	Cre01.g046800.t1.1
g5298	N/A
g7944	N/A
g2810	N/A
g2438	N/A
g6205	N/A
g2812	Cre02.g143047.t1.1
g1251	Cre01.g058156.t1.1
g11141	Cre10.g453766.t1.1
g3821	N/A
g15111	Cre14.g627444.t1.1
g2801	Cre02.g142847.t1.1
g6555	N/A
g17335	N/A
g6517	N/A
g4001	N/A
g12704	N/A
g7794	N/A
g15166	N/A
g12485	N/A
g12446	N/A
g5901	Cre06.g262700.t1.1
g17402	N/A
g3275	N/A
g2482	N/A
g10557	N/A
g4146	N/A
g13019	N/A
g1441	N/A
g17681	Cre17.g731591.t1.1
g12463	N/A
g11929	Cre11.g480551.t1.2
g9169	Cre09.g404503.t1.1, Cre09.g404503.t2.1
g17001	N/A
g1823	Cre02.g095048.t1.1
g184	N/A
g8964	N/A
g13582	N/A
g1279	Cre01.g067647.t1.1
g15791	N/A
g5660	N/A
g3428	N/A
g883	N/A
g4952	N/A
g5616	N/A
g4000	N/A
g10883	N/A
g11671	Cre11.g467741.t1.1
g14164	N/A
g12366	N/A
g7632	N/A
g15803	N/A
g17671	N/A
g7372	N/A
g5023	N/A
g12417	N/A
g12379	N/A
g11167	N/A
g5241	Cre05.g244701.t1.1
g16227	Cre16.g670151.t1.1
g12936	N/A
g2130	Cre02.g104126.t1.1
g14355	N/A
g9806	Cre09.g395325.t1.1
g1516	N/A
g2929	Cre03.g145287.t1.1
g7497	N/A
g12573	N/A
g4507	Cre04.g216737.t1.1
g3031	N/A
g16759	Cre16.g678549.t1.1
g3955	N/A
g5795	N/A
g14746	N/A
g6206	N/A
g8007	N/A
g14959	N/A
g4554	Cre04.g217923.t1.1
g4609	N/A
g3830	N/A
g10566	N/A
g14970	N/A
g8669	N/A
g11396	Cre10.g465101.t1.1
g12418	N/A
g11495	Cre11.g467566.t1.1
g12224	Cre12.g488152.t1.1
g4005	Cre03.g193576.t1.1
g7535	Cre07.g325721.t1.1
g6790	N/A
g15459	N/A
g421	N/A
g12541	N/A
g9667	Cre09.g390393.t2.1, Cre09.g390393.t1.1
g8859	N/A
g5319	Cre05.g241851.t3.1, Cre05.g241851.t2.1, Cre05.g241851.t1.1, Cre05.g241851.t4.1
g7317	N/A
g7431	N/A
g9625	Cre09.g388838.t1.1
g6964	N/A
g13909	Cre13.g565280.t1.1
g3716	N/A
g4260	N/A
g16683	N/A
g61	N/A
g12216	N/A
g2101	N/A
g2616	N/A
g9810	Cre09.g395473.t1.1
g16399	N/A
g3823	N/A
g17664	N/A
g3450	Cre03.g167756.t1.1
g1328	N/A
g1059	N/A
g12058	N/A
g5354	N/A
g17056	N/A
g15424	N/A
g9071	N/A
g2624	Cre02.g143050.t1.2
g5409	N/A
g7321	N/A
g2785	N/A
g5613	N/A
g12750	N/A
g1382	N/A
g14885	Cre14.g617826.t1.1
g8278	N/A
g449	N/A
g5500	N/A
g1712	N/A
g10195	N/A
g16692	N/A
g11152	N/A
g1039	Cre01.g046250.t1.2
g12018	N/A
g5464	N/A
g1983	N/A
g3775	Cre03.g182150.t1.2
g11194	Cre10.g456226.t1.1
g815	N/A
g11568	Cre11.g467638.t1.1
g702	Cre01.g030986.t1.1
g242	Cre01.g009601.t1.1, Cre01.g009601.t2.1
g16591	N/A
g1109	N/A
g17257	N/A
g10073	N/A
g4321	Cre03.g200351.t1.1
g16046	N/A
g3914	N/A
g10824	N/A
g5175	N/A
g13181	N/A
g750	N/A
g14133	N/A
g13227	N/A
g15404	N/A
g10329	N/A
g12811	N/A
g4032	N/A
g9345	N/A
g1977	Cre02.g097221.t1.1
g13295	N/A
g12742	N/A
g16324	N/A
g4024	N/A
g16680	N/A
g10820	N/A
g14134	N/A
g6721	Cre06.g289650.t1.2
g2128	N/A
g4271	N/A
g4267	N/A
g7145	N/A
g16455	N/A
g387	N/A
g11187	N/A
g13919	N/A
g12075	N/A
g16836	Cre16.g687070.t1.1, Cre16.g687070.t2.1
g13510	Cre12.g551650.t1.2
g6674	N/A
g12954	Cre12.g526000.t1.1
g305	N/A
g13014	N/A
g14929	N/A
g647	N/A
g7459	N/A
g6071	N/A
g4037	N/A
g4397	Cre03.g203457.t1.1
g12606	N/A
g12477	N/A
g14436	Cre13.g588453.t1.1
g7291	N/A
g8505	N/A
g15704	N/A
g8583	N/A
g6835	N/A
g419	N/A
g313	N/A
g2819	Cre02.g143187.t1.1
g1907	Cre02.g095134.t1.1
g7818	N/A
g375	N/A
g12389	Cre12.g508302.t1.1
g8559	N/A
g9698	Cre09.g391541.t1.1
g7892	N/A
g5046	Cre04.g230928.t1.1
g6608	N/A
g15651	N/A
g15964	N/A
g6209	N/A
g6857	N/A
g10878	N/A
g5580	N/A
g3879	N/A
g5149	N/A
g12310	N/A
g16158	Cre16.g685573.t1.1
g10877	N/A
g17497	N/A
g3982	N/A
g17267	N/A
g1359	N/A
g3665	N/A
g13016	N/A
g10829	N/A
g3962	N/A
g10167	N/A
g2305	N/A
g7863	N/A
g6278	Cre06.g278133.t1.1
g16544	Cre16.g678551.t1.1
g5579	Cre06.g249101.t1.1
g3273	N/A
g8443	N/A
g7081	N/A
g4624	N/A
g893	N/A
g13248	N/A
g17288	N/A
g17263	Cre17.g712950.t1.1
g5169	N/A
g6712	N/A
g2158	N/A
g7127	N/A
g239	N/A
g10879	N/A
g8737	Cre08.g373100.t1.1
g14146	N/A
g2146	N/A
g3568	N/A
g7504	N/A
g7223	N/A
g12324	N/A
g14521	N/A
g362	N/A
g7382	N/A
g5095	N/A
g2676	N/A
g2920	Cre03.g145127.t1.1
g6753	N/A
g10146	Cre09.g409426.t1.1
g5402	N/A
g1857	Cre02.g095083.t1.1
g3736	N/A
g9046	Cre08.g384355.t1.1
g3680	N/A
g4949	Cre04.g226176.t1.1
g6785	N/A
g15065	Cre14.g625400.t1.1
g6927	N/A
g6352	Cre06.g278210.t1.1
g9433	N/A
g15930	N/A
g3509	N/A
g10876	N/A
g7815	N/A
g16079	N/A
g13502	N/A
g6526	N/A
g12924	N/A
g17268	N/A
g7395	N/A
g8514	N/A
g8636	N/A
g15926	N/A
g17341	N/A
g15872	N/A
g4272	N/A
g14504	N/A
g11745	N/A
g15933	N/A
g9499	Cre09.g389902.t1.1
g3789	Cre03.g182800.t1.1
g7225	N/A
g5974	N/A
g12527	N/A
g13621	N/A
g3488	N/A
g12180	N/A
g3232	N/A
g4943	N/A
g12952	Cre12.g526131.t1.1
g2216	N/A
g17184	N/A
g6251	Cre06.g278108.t2.1, Cre06.g278108.t1.1
g4698	N/A
g803	N/A
g2104	N/A
g2520	N/A
g11074	Cre10.g450626.t1.1
g17641	N/A
g617	N/A
g3731	Cre03.g180017.t1.1, Cre03.g180017.t2.1
g12678	N/A
g11418	N/A
g7703	N/A
g6725	N/A
g14101	N/A
g11534	Cre11.g467605.t1.1
g13955	N/A
g2080	N/A
g16244	N/A
g11412	Cre10.g465726.t1.1
g15917	N/A
g3303	N/A
g13476	Cre12.g553052.t1.1
g9876	Cre09.g397882.t1.1
g2493	N/A
g3776	N/A
g16523	N/A
g2254	N/A
g6691	N/A
g5520	N/A
g4039	Cre03.g195050.t1.2
g8477	Cre08.g362019.t1.1
g5230	N/A
g1761	N/A
g9733	Cre09.g392766.t1.1, Cre09.g392766.t3.1, Cre09.g392766.t2.1, Cre09.g392766.t4.1
g16002	N/A
g15390	Cre15.g640651.t1.1
g5384	Cre05.g234665.t1.1
g9427	N/A
g16693	N/A
g8672	N/A
g7044	N/A
g7273	Cre07.g314351.t1.1
g14242	N/A
g14184	Cre13.g577201.t1.1
g11608	Cre11.g467678.t1.1
g1738	N/A
g11898	N/A
g10578	N/A
g6937	Cre06.g299926.t1.1
g16937	Cre17.g698365.t1.1
g13261	N/A
g12391	N/A
g2633	N/A
g15316	Cre15.g635067.t1.1
g7941	N/A
g12038	N/A
g6158	N/A
g3740	N/A
g12117	N/A
g6346	Cre06.g278204.t1.1
g5740	N/A
g4226	N/A
g10942	N/A
g1004	N/A
g6104	N/A
g13354	N/A
g2515	N/A
g11500	Cre11.g467571.t1.1
g12222	N/A
g1281	Cre01.g068377.t1.1
g12869	Cre12.g522600.t1.2
g16369	N/A
g13880	N/A
g9561	N/A
g3392	N/A
g13273	Cre12.g539207.t2.1, Cre12.g539207.t1.1
g14619	N/A
g16208	Cre16.g690506.t1.1, Cre16.g690506.t2.1
g11000	Cre10.g447225.t1.1
g176	N/A
g15857	N/A
g3851	N/A
g9268	N/A
g8449	Cre08.g360801.t1.1
g9749	Cre09.g393247.t1.1
g13952	N/A
g9778	Cre09.g394288.t1.1
g167	Cre01.g006628.t2.1, Cre01.g006628.t1.1
g12966	Cre12.g526240.t1.1
g12832	N/A
g12284	N/A
g6108	N/A
g10086	N/A
g13123	N/A
g15772	N/A
g4718	N/A
g7197	N/A
g16059	N/A
g3864	N/A
g11601	Cre11.g467671.t1.1
g12625	Cre12.g498000.t1.1, Cre12.g498000.t2.1
g9942	N/A
g13030	N/A
g10887	N/A
g7607	N/A
g11824	Cre11.g476026.t1.1
g2663	N/A
g9329	N/A
g4021	N/A
g16420	N/A
g15361	Cre15.g636896.t1.1
g11173	N/A
g1051	Cre01.g047265.t1.1
g6109	N/A
g15988	Cre16.g662052.t1.1
g12107	N/A
g5602	N/A
g13805	Cre12.g549427.t2.1, Cre12.g549427.t1.1
g9931	N/A
g33	Cre01.g001501.t1.1
g13387	N/A
g16773	Cre16.g680005.t1.1
g12258	Cre12.g486702.t1.1
g543	N/A
g13912	Cre13.g565311.t1.1
g12205	N/A
g16308	N/A
g327	N/A
g1936	N/A
g7130	N/A
g15483	Cre15.g642213.t1.1
g17299	N/A
g4708	N/A
g4539	Cre04.g217908.t1.1
g3899	N/A
g14781	N/A
g2858	Cre03.g143887.t1.1
g13911	Cre13.g565301.t2.1, Cre13.g565301.t1.1, Cre13.g565301.t3.1
g10491	N/A
g557	N/A
g10458	N/A
g14836	Cre14.g615776.t1.1
g5043	Cre04.g230634.t1.1
g3765	N/A
g4901	N/A
g7668	N/A
g4136	Cre03.g208555.t1.1
g3128	N/A
g14062	N/A
g6504	N/A
g6814	Cre06.g294350.t1.2
g10793	N/A
g10034	Cre09.g403034.t1.1
g5628	N/A
g6069	N/A
g9265	N/A
g13136	N/A
g16621	N/A
g7351	N/A
g15717	N/A
g3399	N/A
g14765	N/A
g16068	N/A
g373	N/A
g8523	N/A
g10488	N/A
g4219	N/A
g3975	N/A
g4701	Cre04.g213905.t2.1, Cre04.g213905.t1.1
g720	N/A
g14988	N/A
g14236	N/A
g1601	Cre02.g086350.t1.1
g11212	N/A
g12051	N/A
g7281	N/A
g6567	N/A
g4802	N/A
g7263	N/A
g3053	Cre03.g150101.t1.1
g15603	N/A
g6010	N/A
g4785	Cre04.g219576.t1.1
g9184	N/A
g6805	N/A
g11185	N/A
g15488	N/A
g1820	N/A
g7411	N/A
g1973	N/A
g11871	Cre11.g478156.t1.1, Cre11.g478156.t2.1
g9013	N/A
g14799	N/A
g17081	N/A
g1793	N/A
g13274	N/A
g15868	N/A
g4224	Cre03.g204602.t1.1
g15684	N/A
g5575	N/A
g2672	N/A
g16690	N/A
g4050	N/A
g16115	Cre16.g670617.t1.1
g4775	N/A
g2983	Cre03.g146367.t1.1
g14167	N/A
g6163	N/A
g7471	N/A
g8123	Cre07.g349152.t1.1, Cre07.g349152.t2.1
g6308	Cre06.g278165.t1.1
g4595	Cre04.g217963.t1.1
g5394	N/A
g16617	N/A
g10542	N/A
g4081	N/A
g4131	N/A
g3725	Cre03.g179880.t1.1
g12736	N/A
g5105	N/A
g13519	N/A
g16085	N/A
g7718	N/A
g2145	N/A
g5633	N/A
g4487	Cre03.g213201.t1.1
g17651	N/A
g8332	N/A
g14195	N/A
g3322	N/A
g27	N/A
g309	N/A
g11785	N/A
g14324	N/A
g15291	N/A
g5468	N/A
g10997	N/A
g16774	Cre16.g680117.t1.1
g15419	N/A
g10572	N/A
g5686	Cre06.g253901.t2.1, Cre06.g253901.t1.1
g12790	N/A
g2089	N/A
g11544	Cre11.g467614.t1.1
g15765	Cre16.g651801.t1.1
g15959	N/A
g15124	N/A
g4650	N/A
g16847	Cre16.g688302.t1.1
g5815	N/A
g9090	Cre09.g386137.t1.1
g9202	N/A
g7950	N/A
g2426	N/A
g1495	Cre02.g081650.t1.2
g1728	N/A
g11681	Cre11.g467752.t1.1
g13372	N/A
g5104	N/A
g13338	N/A
g11536	Cre11.g467607.t1.1
g1771	Cre02.g093750.t1.2
g15325	N/A
g8195	N/A
g304	Cre01.g012222.t1.1
g5827	N/A
g15394	N/A
g1250	Cre01.g057791.t1.1
g13025	N/A
g10576	N/A
g16177	N/A
g14413	N/A
g15072	N/A
g7667	N/A
g982	Cre01.g043901.t1.1
g16365	Cre16.g686501.t1.1
g1211	N/A
g3138	N/A
g16042	N/A
g17531	N/A
g11423	N/A
g13512	N/A
g4560	Cre04.g217929.t1.1
g14332	Cre13.g583787.t1.1
g5038	Cre04.g230144.t1.1
g3683	N/A
g6818	N/A
g9454	N/A
g16801	Cre16.g683147.t1.1
g14136	Cre13.g575175.t1.1
g6529	N/A
g7788	N/A
g13418	N/A
g15663	N/A
g15236	N/A
g11355	N/A
g8207	N/A
g12698	N/A
g11203	N/A
g3907	N/A
g16402	N/A
g4944	N/A
g4925	N/A
g16522	N/A
g7362	N/A
g15744	N/A
g5764	N/A
g9655	Cre09.g389949.t1.1
g7917	N/A
g10035	Cre09.g403071.t1.1
g14598	N/A
g7314	N/A
g5217	N/A
g7850	N/A
g5336	Cre05.g241641.t1.1
g11023	Cre10.g448300.t1.1
g14912	Cre14.g618860.t1.1
g2324	N/A
g7683	N/A
g8425	N/A
g2653	N/A
g17452	N/A
g1364	N/A
g6229	Cre06.g278085.t1.1
g4319	N/A
g9443	N/A
g8789	Cre08.g373376.t1.1
g7091	Cre06.g306079.t1.1
g6220	N/A
g15138	N/A
g5371	Cre05.g234652.t1.1
g3294	N/A
g10783	N/A
g3250	N/A
g15513	N/A
g4113	N/A
g2661	N/A
g10300	Cre09.g416150.t1.2
g4063	N/A
g6746	N/A
g639	N/A
g2419	N/A
g16088	Cre16.g666602.t1.1
g14057	N/A
g7953	N/A
g14182	N/A
g12493	N/A
g3808	N/A
g13268	Cre12.g539205.t1.1
g1037	Cre01.g046501.t1.1
g8465	N/A
g13270	N/A
g15532	Cre15.g643392.t1.1
g2821	Cre02.g143227.t1.1, Cre02.g143227.t3.1, Cre02.g143227.t2.1
g6797	N/A
g2794	Cre02.g142747.t1.1
g14853	N/A
g10786	N/A
g5704	Cre06.g253582.t1.1
g2466	N/A
g7230	N/A
g9102	N/A
g10253	N/A
g15713	N/A
g10231	Cre09.g413132.t1.1
g649	N/A
g13216	N/A
g12342	N/A
g7715	N/A
g14014	N/A
g13904	N/A
g7587	N/A
g3576	N/A
g5069	Cre04.g233102.t1.1
g4706	Cre04.g213652.t1.1
g8630	N/A
g13411	N/A
g6614	N/A
g6227	N/A
g3326	N/A
g997	N/A
g17533	N/A
g437	N/A
g5697	Cre06.g253755.t1.1
g5339	Cre05.g241644.t1.1
g9039	N/A
g4345	N/A
g10209	N/A
g12607	Cre12.g498900.t1.2
g12729	N/A
g15963	N/A
g9059	N/A
g428	N/A
g14920	Cre14.g619133.t1.1
g11947	N/A
g14664	Cre14.g608275.t1.1
g13100	N/A
g15785	N/A
g351	N/A
g4832	N/A
g9964	Cre09.g400478.t1.1
g3328	N/A
g17410	N/A
g13654	N/A
g3453	N/A
g903	N/A
g9722	Cre09.g392356.t1.1
g5357	Cre05.g234638.t1.1
g1370	N/A
g1796	N/A
g15074	Cre14.g625802.t1.1
g11402	Cre10.g465350.t1.2
g11533	Cre11.g467604.t1.1
g4424	Cre03.g206369.t1.1
g10157	N/A
g16179	N/A
g6588	N/A
g1826	Cre02.g095052.t1.1
g508	N/A
g7923	N/A
g10777	N/A
g5449	N/A
g15340	N/A
g3974	N/A
g8585	N/A
g12221	N/A
g8066	N/A
g17028	N/A
g6326	Cre06.g278183.t1.1
g4216	N/A
g11181	Cre10.g455625.t1.1
g15088	N/A
g3449	Cre03.g167734.t1.1
g10810	N/A
g15966	N/A
g15854	N/A
g16796	Cre16.g682587.t1.1
g826	N/A
g10503	N/A
g14085	N/A
g12341	N/A
g1569	N/A
g4303	N/A
g6465	Cre06.g278301.t1.1
g5766	N/A
g628	N/A
g1716	Cre02.g091600.t1.1
g10994	N/A
g17514	N/A
g12414	N/A
g1086	N/A
g3381	N/A
g9221	N/A
g7202	N/A
g2780	Cre02.g142566.t1.1
g14948	N/A
g17732	Cre17.g733750.t1.2
g7689	N/A
g5923	Cre06.g263602.t1.2
g13169	N/A
g2890	Cre03.g144524.t1.1
g10975	N/A
g1656	N/A
g6710	N/A
g8887	N/A
g9550	N/A
g13352	N/A
g11474	Cre11.g467544.t1.1
g6202	N/A
g9344	Cre09.g397052.t1.1
g8552	Cre08.g365205.t2.1, Cre08.g365205.t1.1
g5020	N/A
g4056	N/A
g2497	N/A
g4800	Cre04.g220076.t1.1
g15444	N/A
g1393	N/A
g2878	Cre03.g144284.t1.1
g6787	N/A
g17736	Cre17.g733689.t1.1
g5472	N/A
g16164	N/A
g13488	N/A
g10165	N/A
g12739	N/A
g6358	Cre06.g278216.t1.1
g13871	Cre13.g563733.t1.1, Cre13.g563733.t2.1
g6156	N/A
g11951	N/A
g12268	N/A
g2271	N/A
g11106	N/A
g17324	Cre17.g715653.t1.2
g6619	N/A
g3473	N/A
g17126	N/A
g16337	N/A
g2263	Cre02.g110263.t1.1, Cre02.g110263.t2.1, Cre02.g110263.t3.1
g2510	N/A
g12365	N/A
g277	N/A
g10425	N/A
g8699	N/A
g10215	N/A
g7449	N/A
g8388	Cre08.g358573.t1.1
g2160	N/A
g11058	N/A
g5700	Cre06.g253758.t1.1
g2144	N/A
g12682	N/A
g566	N/A
g14098	N/A
g14121	N/A
g17040	N/A
g781	N/A
g3498	N/A
g14493	N/A
g15652	N/A
g14802	N/A
g12859	N/A
g14996	N/A
g17318	N/A
g11157	Cre10.g454500.t1.1
g15012	N/A
g3935	N/A
g5064	Cre04.g232602.t1.1
g8620	Cre08.g367900.t1.2, Cre08.g367900.t2.1
g10172	N/A
g10547	N/A
g1616	N/A
g13826	Cre12.g558353.t1.1
g2648	N/A
g155	Cre01.g006352.t1.1
g11580	Cre11.g467649.t1.1
g8718	N/A
g5696	Cre06.g253754.t1.1
g576	N/A
g17379	N/A
g8164	N/A
g10164	N/A
g7389	Cre07.g319452.t1.1
g5180	N/A
g15387	N/A
g17378	N/A
g8311	N/A
g15376	Cre15.g637552.t2.1, Cre15.g637552.t1.1
g4923	N/A
g15764	N/A
g12796	N/A
g3300	N/A
g3003	Cre03.g146767.t1.1
g16416	N/A
g17558	N/A
g11923	N/A
g13534	Cre12.g550550.t1.1
g17723	N/A
g10856	N/A
g11571	N/A
g7330	Cre07.g317100.t2.1, Cre07.g317100.t1.1
g2593	Cre02.g144000.t1.2
g13057	N/A
g14049	N/A
g9260	N/A
g17476	N/A
g9746	Cre09.g393136.t1.1
g6301	Cre06.g278158.t1.1
g4841	N/A
g12257	N/A
g16357	N/A
g7379	N/A
g13762	N/A
g12113	Cre12.g492954.t1.1
g5216	N/A
g14258	N/A
g6176	Cre06.g275450.t1.1
g11314	N/A
g2770	Cre02.g142406.t1.1
g5677	N/A
g1770	N/A
g6838	N/A
g15075	N/A
g5211	N/A
g5012	N/A
g856	N/A
g6290	Cre06.g278145.t1.1
g17366	Cre17.g717500.t1.2
g11761	Cre11.g468383.t1.1
g12106	N/A
g4160	Cre03.g207502.t1.1
g3191	N/A
g13337	N/A
g12631	N/A
g2777	Cre02.g142506.t1.1
g13243	N/A
g1760	N/A
g121	N/A
g15768	N/A
g15724	Cre16.g649833.t1.1, Cre16.g649833.t2.1
g14737	N/A
g8738	N/A
g2555	N/A
g7396	N/A
g10545	N/A
g8307	N/A
g16685	N/A
g8115	N/A
g16448	N/A
g6279	Cre06.g278134.t1.1
g11847	N/A
g8537	N/A
g1843	Cre02.g095069.t1.1
g7355	N/A
g4150	N/A
g17439	N/A
g6322	Cre06.g278179.t1.1
g14963	N/A
g13772	N/A
g11781	N/A
g12929	N/A
g7344	Cre07.g317626.t1.1
g15284	Cre14.g633904.t1.1
g13179	Cre12.g535851.t1.1
g12655	N/A
g16569	N/A
g3707	N/A
g3981	N/A
g2269	N/A
g4501	Cre04.g214769.t1.1
g10882	N/A
g12491	N/A
g17145	N/A
g6694	N/A
g12822	N/A
g6752	N/A
g9362	N/A
g11156	Cre10.g454450.t2.1, Cre10.g454450.t1.1
g10506	N/A
g3082	N/A
g8544	N/A
g14913	N/A
g2602	Cre02.g144010.t1.1
g13778	Cre12.g539850.t1.1, Cre12.g539850.t2.1
g13086	N/A
g11464	Cre11.g467534.t1.1
g2610	N/A
g15850	N/A
g9815	Cre09.g395658.t1.1
g5388	Cre05.g234650.t1.2
g7064	N/A
g15856	Cre16.g655950.t3.1, Cre16.g655950.t4.1, Cre16.g655950.t2.1, Cre16.g655950.t1.1
g6644	N/A
g2766	Cre02.g142366.t1.1
g8732	N/A
g14205	N/A
g13311	N/A
g7855	Cre07.g337676.t1.1
g914	N/A
g7049	N/A
g3118	N/A
g17243	N/A
g2193	N/A
g1041	N/A
g5188	N/A
g7610	Cre07.g327226.t1.1
g11793	Cre11.g472226.t1.1
g2169	N/A
g5521	N/A
g9201	N/A
g17244	N/A
g10456	N/A
g12083	N/A
g15083	N/A
g4631	N/A
g11086	N/A
g5526	N/A
g12265	Cre12.g486450.t1.2
g15821	N/A
g16289	N/A
g2978	Cre03.g146267.t1.1, Cre03.g146267.t2.1
g8758	Cre08.g373351.t1.1
g13200	Cre12.g536776.t1.1
g9605	Cre09.g388134.t1.1
g17127	N/A
g16999	N/A
g205	N/A
g5033	Cre04.g229776.t1.1
g6890	N/A
g6629	N/A
g7878	N/A
g10914	N/A
g17261	N/A
g3090	N/A
g4942	N/A
g7964	N/A
g11133	N/A
g16335	N/A
g5317	N/A
g3245	N/A
g14357	N/A
g9255	N/A
g8219	N/A
g16549	N/A
g7789	Cre07.g334550.t1.2
g6382	Cre06.g278240.t2.1, Cre06.g278240.t1.1
g9410	Cre09.g393953.t1.1, Cre09.g393953.t2.1
g9214	N/A
g8371	Cre08.g358555.t1.1
g7615	N/A
g16400	N/A
g17162	N/A
g6936	N/A
g2862	Cre03.g143967.t1.1
g4049	N/A
g11103	N/A
g713	N/A
g12831	N/A
g5373	Cre05.g234654.t1.1
g13781	N/A
g5273	N/A
g1512	N/A
g1733	N/A
g1508	N/A
g1125	N/A
g14875	N/A
g11502	Cre11.g467573.t1.1
g2067	N/A
g12878	N/A
g17520	N/A
g6349	Cre06.g278207.t1.1
g17381	N/A
g9599	Cre09.g387912.t1.1
g13420	N/A
g1090	Cre01.g049117.t1.1
g8682	N/A
g5869	N/A
g15536	Cre15.g643395.t1.1
g7016	N/A
g12449	N/A
g1472	N/A
g12297	N/A
g2800	Cre02.g142827.t1.1
g16306	Cre16.g670755.t1.1
g12868	N/A
g1635	N/A
g13570	N/A
g17180	N/A
g8778	Cre08.g373368.t1.1
g931	Cre01.g041583.t1.1, Cre01.g041583.t2.1
g13721	N/A
g15299	N/A
g6713	N/A
g13743	N/A
g14603	Cre13.g605404.t1.1
g12193	N/A
g9154	Cre09.g405002.t1.1
g4705	N/A
g16083	N/A
g411	N/A
g16263	N/A
g7707	Cre07.g331250.t1.1
g6007	N/A
g10252	N/A
g8701	N/A
g13145	N/A
g6756	N/A
g4393	Cre03.g203009.t1.1
g5173	N/A
g4384	Cre03.g202001.t1.1
g13228	N/A
g15809	N/A
g6417	N/A
g9412	N/A
g11425	N/A
g15298	Cre15.g634566.t1.1
g17540	N/A
g12818	Cre12.g520173.t1.2
